,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Garage,Basement,Year Remod/Add_bis,Renovated before sale,Lot Area**0.5,Lot Area**2,Lot Area**3,Garage Area**0.5,Garage Area**2,Garage Area**3,Year Remod/Add**0.5,Year Remod/Add**2,Year Remod/Add**3
36,1737,528222040,20,RL,73.0,8899,No,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,7,1.791759469228055,2.70805020110221,2007,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,1.3862943611198906,GLQ,3.2188758248682006,Unf,7.183111701743281,1340.0,5,Y,SBrkr,7.201170883281678,0.0,0,7.201170883281678,0.0,2,0.0,1.3862943611198906,4,1.9459101490553132,Typ,0.0,Attchd,2.70805020110221,Fin,2.0,396.0,Y,4.61512051684126,3.4339872044851463,0.0,0,No,0,8,2007,New,Partial,12.106997888588934,Yes,Yes,0.0,Yes,94.33451118228153,79192201,704731396699,19.8997487421324,156816.0,62099136.0,44.799553569204235,4028049,8084294343
37,972,923203110,120,RM,32.0,4500,No,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,1.791759469228055,3.1780538303479458,1998,Hip,VinylSd,VinylSd,BrkFace,5.771441123130016,3,3,PConc,5,0.6931471805599453,GLQ,6.7650389767805414,Unf,5.82600010738045,1204.0,5,Y,SBrkr,7.094234845924755,0.0,0,7.094234845924755,0.6931471805599453,2,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.0,Attchd,3.1780538303479458,Fin,2.0,412.0,Y,0.0,5.5134287461649825,0.0,0,No,0,6,2009,WD ,Normal,11.995357787034976,Yes,Yes,0.0,No,67.08203932499369,20250000,91125000000,20.29778313018444,169744.0,69934528.0,44.69899327725402,3992004,7976023992
38,1755,528275110,60,RL,68.0,8740,No,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,1.791759469228055,2.995732273553991,2002,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,0.6931471805599453,GLQ,6.354370040797351,Unf,5.638354669333745,854.0,5,Y,SBrkr,6.762729506931879,7.0317412587631285,0,7.59890045687141,0.0,2,0.6931471805599453,1.6094379124341003,4,2.1972245773362196,Typ,0.6931471805599453,BuiltIn,2.995732273553991,Fin,2.0,435.0,Y,5.579729825986222,3.8918202981106265,0.0,0,No,0,7,2007,WD ,Normal,12.299112067295642,Yes,Yes,0.0,No,93.48796714016194,76387600,667627624000,20.85665361461421,189225.0,82312875.0,44.74371464239419,4008004,8024024008
39,2741,905451410,20,RL,70.0,10519,No,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,2.1972245773362196,4.204692619390966,1999,Hip,MetalSd,MetalSd,Stone,5.10594547390058,3,3,CBlock,3,1.0986122886681098,Unf,0.0,Unf,6.964135612418245,1057.0,4,Y,SBrkr,6.964135612418245,0.0,0,6.964135612418245,0.0,1,0.0,1.3862943611198906,4,1.9459101490553132,Typ,0.0,Attchd,4.204692619390966,Unf,1.0,288.0,Y,0.0,0.0,0.0,0,No,0,3,2006,WD ,Normal,11.827743504053695,Yes,Yes,3.8066624897703196,No,102.56217626396194,110649361,1163920628359,16.97056274847714,82944.0,23887872.0,44.710177812216315,3996001,7988005999
40,1993,902301130,70,RM,35.0,4571,Yes,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,5,2.0794415416798357,4.718498871295094,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,0.6931471805599453,BLQ,5.1298987149230735,Unf,6.1070228877422545,616.0,5,Y,SBrkr,6.424869023905388,6.424869023905388,0,7.117205503164344,0.0,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Detchd,4.624972813284271,Unf,2.0,480.0,Y,5.638354669333745,0.0,4.969813299576001,0,No,0,6,2007,WD ,Normal,11.643962499267984,Yes,Yes,3.713572066704308,No,67.60917097554147,20894041,95506661411,21.908902300206645,230400.0,110592000.0,44.15880433163923,3802500,7414875000
41,2202,909252150,70,RL,63.0,4000,No,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,2.1972245773362196,4.5217885770490405,1995,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,0.6931471805599453,GLQ,5.5093883366279774,Unf,5.655991810819852,531.0,3,Y,SBrkr,6.342121418721152,6.2766434893416445,0,7.002155954403621,0.6931471805599453,1,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.6931471805599453,Detchd,4.5217885770490405,Unf,1.0,216.0,Y,0.0,0.0,0.0,0,Yes,0,6,2007,WD ,Normal,11.908346971208951,Yes,Yes,4.189654742026425,No,63.245553203367585,16000000,64000000000,14.696938456699069,46656.0,10077696.0,44.66542286825459,3980025,7940149875
44,662,535382100,70,RL,60.0,7200,No,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,2Story,7,2.302585092994046,4.718498871295094,2008,Gable,VinylSd,VinylSd,None,0.0,4,4,PConc,3,0.6931471805599453,Unf,0.0,Unf,6.329720905522696,560.0,5,Y,SBrkr,6.836259277277067,6.634633357861686,0,7.43307534889858,0.0,2,0.0,1.6094379124341003,4,1.791759469228055,Typ,0.0,Detchd,2.6390573296152584,Unf,2.0,624.0,Y,0.0,0.0,4.727387818712341,0,No,0,8,2009,WD ,Normal,11.960817678718287,Yes,Yes,4.59511985013459,Yes,84.8528137423857,51840000,373248000000,24.979991993593593,389376.0,242970624.0,44.81071300481616,4032064,8096384512
46,1018,527301245,20,RL,63.0,12680,No,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,1.9459101490553132,3.5263605246161616,1988,Gable,Plywood,Wd Sdng,BrkFace,4.634728988229636,4,3,CBlock,4,1.0986122886681098,GLQ,6.891625897052253,Unf,6.541029999189903,1675.0,5,Y,SBrkr,7.4318919168078,0.0,0,7.4318919168078,0.6931471805599453,2,0.0,1.0986122886681098,5,1.9459101490553132,Typ,0.6931471805599453,Attchd,3.5263605246161616,RFn,2.0,528.0,Y,0.0,3.8918202981106265,0.0,0,No,0,6,2008,WD ,Normal,12.330504638906516,Yes,Yes,0.0,No,112.60550608207397,160782400,2038720832000,22.978250586152114,278784.0,147197952.0,44.58699361921591,3952144,7856862272
47,370,527276160,60,RL,85.0,11900,No,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,5,1.9459101490553132,3.8066624897703196,1977,Gable,HdBoard,Wd Sdng,BrkFace,5.062595033026967,3,3,PConc,4,0.6931471805599453,ALQ,5.993961427306569,Unf,6.583409222158765,1122.0,5,Y,SBrkr,6.853299093186078,6.8966943316227125,0,7.5678626054638825,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,3,1.9459101490553132,Typ,0.6931471805599453,Attchd,3.8066624897703196,Unf,2.0,567.0,P,0.0,5.176149732573829,0.0,0,No,0,7,2009,WD ,Normal,12.128116509451258,Yes,Yes,0.0,No,109.08712114635715,141610000,1685159000000,23.811761799581316,321489.0,182284263.0,44.46346815083142,3908529,7727161833
48,1260,535383100,190,RL,60.0,10800,Yes,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,2Story,4,2.0794415416798357,4.804021044733257,2000,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,0.6931471805599453,GLQ,0.0,Unf,0.0,0.0,3,N,FuseA,6.543911845564792,6.398594934535208,0,7.166265974133638,0.0,2,0.0,1.3862943611198906,3,2.0794415416798357,Typ,0.0,Attchd,3.784189633918261,Unf,0.0,0.0,N,5.3981627015177525,4.74493212836325,5.351858133476067,0,No,0,8,2008,WD ,Normal,11.573559498507079,No,No,4.61512051684126,No,103.92304845413264,116640000,1259712000000,0.0,0.0,0.0,44.721359549995796,4000000,8000000000
49,2316,527107240,60,RL,70.0,11207,No,IR1,HLS,FR2,Gtl,Gilbert,Norm,1Fam,2Story,6,1.791759469228055,3.2188758248682006,1997,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,1.3862943611198906,GLQ,6.5722825426940075,Unf,4.48863636973214,802.0,4,Y,SBrkr,6.688354713946762,6.565264970035361,0,7.321188556739478,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,3,2.1972245773362196,Typ,0.6931471805599453,Attchd,3.2188758248682006,Fin,2.0,413.0,Y,4.564348191467836,4.330733340286331,0.0,0,No,0,6,2006,WD ,Normal,12.128116509451258,Yes,Yes,0.0,No,105.86311916810311,125596849,1407563886743,20.322401432901575,170569.0,70444997.0,44.68780594300866,3988009,7964053973
50,2333,527212030,60,RL,85.0,16056,No,IR1,Lvl,Inside,Gtl,StoneBr,Norm,1Fam,2Story,9,1.791759469228055,2.833213344056216,2006,Hip,CemntBd,CmentBd,Stone,5.342334251964811,4,3,PConc,5,1.3862943611198906,GLQ,5.484796933490655,Unf,7.469083884921234,1992.0,5,Y,SBrkr,7.597396320212795,6.776506992372183,0,7.9617188159813645,0.0,3,0.6931471805599453,1.6094379124341003,5,2.4849066497880004,Typ,0.6931471805599453,BuiltIn,2.833213344056216,Fin,3.0,716.0,Y,5.3706380281276624,4.6913478822291435,0.0,0,No,0,7,2006,New,Partial,13.229569788348705,Yes,Yes,0.6931471805599453,Yes,126.71227249165726,257795136,4139158703616,26.758176320519304,512656.0,367061696.0,44.78839135311738,4024036,8072216216
51,554,531479020,45,RH,60.0,9000,No,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,1.5Unf,6,1.3862943611198906,4.543294782270004,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,0.6931471805599453,Unf,0.0,Unf,6.665683717782408,784.0,3,N,FuseA,6.665683717782408,0.0,0,6.665683717782408,0.0,1,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.0,Detchd,4.276666119016055,Unf,2.0,360.0,N,0.0,0.0,4.5217885770490405,0,No,0,10,2009,WD ,Normal,11.23850177707664,Yes,Yes,3.1354942159291497,No,94.86832980505137,81000000,729000000000,18.973665961010276,129600.0,46656000.0,44.15880433163923,3802500,7414875000
52,2276,921128030,20,RL,85.0,12633,No,IR1,HLS,Inside,Gtl,Timber,PosA,1Fam,1Story,10,1.791759469228055,2.772588722239781,2007,Hip,MetalSd,MetalSd,BrkFace,5.493061443340548,5,3,PConc,5,1.6094379124341003,Unf,0.0,Unf,7.509335266016592,1824.0,5,Y,SBrkr,7.509335266016592,0.0,0,7.509335266016592,0.0,2,0.0,1.3862943611198906,5,2.1972245773362196,Typ,0.6931471805599453,Attchd,2.772588722239781,Fin,3.0,932.0,Y,5.081404364984463,3.6109179126442243,0.0,0,No,0,9,2007,New,Partial,12.879019669789754,Yes,Yes,0.6931471805599453,Yes,112.39661916623649,159592689,2016134440137,30.528675044947494,868624.0,809557568.0,44.799553569204235,4028049,8084294343
53,1042,527450520,160,RM,21.0,1890,No,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,1.9459101490553132,3.912023005428146,1972,Gable,HdBoard,HdBoard,BrkFace,6.0473721790462776,3,3,CBlock,3,0.6931471805599453,LwQ,6.182084906716632,Unf,0.0,483.0,4,Y,SBrkr,6.182084906716632,6.22455842927536,0,6.895682697747868,0.0,1,0.6931471805599453,1.0986122886681098,3,1.791759469228055,Typ,0.0,Detchd,3.8501476017100584,Unf,1.0,352.0,Y,6.021023349349527,0.0,0.0,0,No,0,4,2008,WD ,Normal,11.51792295668052,Yes,Yes,0.0,No,43.474130238568314,3572100,6751269000,18.76166303929372,123904.0,43614208.0,44.40720662234904,3888784,7668682048
54,749,903425245,70,RL,60.0,11414,No,IR1,Lvl,Corner,Gtl,BrkSide,RRAn,1Fam,2Story,7,2.1972245773362196,4.718498871295094,1993,Gable,HdBoard,HdBoard,None,0.0,3,4,BrkTil,4,0.6931471805599453,Unf,0.0,Unf,6.591673732008658,728.0,3,N,SBrkr,7.036148493750536,6.784457062637643,0,7.61085279039525,0.0,1,0.0,1.3862943611198906,4,2.1972245773362196,Typ,0.0,Detchd,3.2188758248682006,Unf,2.0,532.0,Y,6.234410725718371,4.912654885736052,0.0,0,Yes,0,10,2009,WD ,Normal,12.02874460037869,Yes,Yes,4.430816798843313,No,106.8363234110946,130279396,1487009025944,23.065125189341593,283024.0,150568768.0,44.64302857109943,3972049,7916293657
55,110,534102025,20,FV,80.0,8000,No,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,1.791759469228055,2.995732273553991,2002,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,0.6931471805599453,GLQ,6.726233402358747,Unf,6.492239835020471,1492.0,5,Y,SBrkr,7.30854279753919,0.0,0,7.30854279753919,0.6931471805599453,2,0.0,1.3862943611198906,4,1.9459101490553132,Typ,0.6931471805599453,Attchd,2.995732273553991,RFn,2.0,596.0,Y,5.627621113690637,4.927253685157205,0.0,0,No,0,4,2010,WD ,Normal,12.345838935721968,Yes,Yes,0.0,No,89.44271909999159,64000000,512000000000,24.413111231467404,355216.0,211708736.0,44.74371464239419,4008004,8024024008
56,2462,528477010,60,FV,100.0,13162,No,Reg,Lvl,Corner,Gtl,Somerst,Feedr,1Fam,2Story,9,1.791759469228055,2.772588722239781,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,5,0.6931471805599453,GLQ,7.515889085215125,Unf,5.303304908059076,2036.0,5,Y,SBrkr,7.619233416226805,6.405228458030842,0,7.878912912297133,0.6931471805599453,3,0.6931471805599453,1.3862943611198906,5,2.4849066497880004,Typ,0.6931471805599453,Attchd,2.772588722239781,RFn,3.0,792.0,Y,0.0,5.583496308781699,0.0,0,No,0,11,2006,New,Partial,12.913492485376837,Yes,Yes,0.0,Yes,114.72575996697516,173238244,2280161767528,28.142494558940577,627264.0,496793088.0,44.78839135311738,4024036,8072216216
57,2789,907230240,160,RH,68.0,3612,No,IR1,Lvl,Inside,Gtl,Landmrk,Norm,Twnhs,2Story,6,1.791759469228055,3.367295829986474,1994,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,0.6931471805599453,GLQ,5.82600010738045,Unf,5.680172609017068,630.0,5,Y,SBrkr,6.447305862541213,6.53813982376767,0,7.186144304522325,0.0,2,0.6931471805599453,1.3862943611198906,3,1.791759469228055,Typ,0.0,Detchd,3.367295829986474,Unf,2.0,484.0,Y,0.0,3.8918202981106265,0.0,0,Yes,0,6,2006,WD ,Normal,11.827743504053695,Yes,Yes,0.6931471805599453,No,60.09991680526688,13046544,47124116928,22.0,234256.0,113379904.0,44.654227123532216,3976036,7928215784
58,705,902135020,20,RM,60.0,6000,Yes,Reg,Bnk,Inside,Mod,OldTown,Norm,2fmCon,1Story,4,1.6094379124341003,4.23410650459726,1953,Gable,MetalSd,MetalSd,None,0.0,2,3,CBlock,2,0.6931471805599453,Unf,0.0,Unf,6.842683282238422,936.0,3,N,SBrkr,6.842683282238422,0.0,0,6.842683282238422,0.0,1,0.0,1.0986122886681098,3,1.6094379124341003,Min2,0.0,Detchd,3.871201010907891,Unf,2.0,576.0,Y,0.0,3.4965075614664802,4.727387818712341,0,No,0,2,2009,WD ,Normal,11.440365524765756,Yes,Yes,0.0,No,77.45966692414834,36000000,216000000000,24.0,331776.0,191102976.0,44.19275958796871,3814209,7449150177
59,2315,527107120,60,RL,54.0,9783,No,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,1.791759469228055,3.258096538021482,1996,Gable,HdBoard,HdBoard,None,0.0,3,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,6.71174039505618,821.0,4,Y,SBrkr,6.71174039505618,6.862757913051401,0,7.482681828154651,0.0,2,0.6931471805599453,1.3862943611198906,3,2.0794415416798357,Typ,0.6931471805599453,BuiltIn,3.258096538021482,Fin,2.0,443.0,Y,5.659482215759621,4.762173934797756,0.0,0,No,0,5,2006,WD ,Normal,12.216027926866138,Yes,Yes,0.0,No,98.90904913100722,95707089,936302451687,21.047565179849187,196249.0,86938307.0,44.67661580737735,3984016,7952095936
60,2641,902106040,70,RM,60.0,9600,Yes,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,2.0794415416798357,4.574710978503383,1990,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,0.6931471805599453,LwQ,2.833213344056216,Unf,6.569481420414296,728.0,5,Y,SBrkr,6.725033642166843,6.697034247666484,0,7.403670290012373,0.0,1,0.6931471805599453,1.3862943611198906,5,1.9459101490553132,Typ,0.6931471805599453,Detchd,4.574710978503383,Unf,2.0,546.0,Y,0.0,0.0,5.459585514144159,0,No,0,8,2006,WD ,Normal,12.08954444723597,Yes,Yes,4.189654742026425,No,97.97958971132712,92160000,884736000000,23.366642891095847,298116.0,162771336.0,44.609416046390926,3960100,7880599000
61,2129,907187040,60,RL,47.0,10820,No,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,7,1.791759469228055,3.1354942159291497,1999,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,1.6094379124341003,GLQ,5.8377304471659395,Unf,6.472346294500901,988.0,5,Y,SBrkr,6.8966943316227125,6.786716950605081,0,7.535830462798367,0.0,2,0.6931471805599453,1.3862943611198906,4,2.0794415416798357,Typ,0.6931471805599453,Attchd,3.1354942159291497,RFn,2.0,597.0,Y,5.313205979041787,4.820281565605037,0.0,0,No,0,3,2007,WD ,Normal,12.369470438714096,Yes,Yes,0.0,No,104.01922899156675,117072400,1266723368000,24.43358344574123,356409.0,212776173.0,44.710177812216315,3996001,7988005999
62,120,534276360,20,RL,77.0,9320,No,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,1.791759469228055,4.143134726391533,1959,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,3,0.6931471805599453,ALQ,6.345636360828596,Unf,5.945420608606575,950.0,2,Y,SBrkr,7.111512116496157,0.0,0,7.111512116496157,0.6931471805599453,1,0.6931471805599453,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Attchd,3.784189633918261,Unf,0.0,0.0,Y,5.8664680569332965,0.0,0.0,0,No,400,1,2010,WD ,Normal,11.767187766223199,No,Yes,0.0,No,96.54014708917737,86862400,809557568000,0.0,0.0,0.0,44.26059195266146,3837681,7518017079
63,1612,526352080,20,RL,85.0,10667,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,1.9459101490553132,3.9318256327243257,1971,Gable,MetalSd,MetalSd,BrkFace,5.713732805509369,3,3,CBlock,3,0.6931471805599453,BLQ,6.732210706467206,Unf,6.620073206530356,1587.0,3,Y,SBrkr,7.370230641807081,0.0,0,7.370230641807081,0.0,2,0.0,1.3862943611198906,3,2.0794415416798357,Typ,0.6931471805599453,Attchd,3.9318256327243257,Unf,2.0,525.0,Y,0.0,3.8066624897703196,0.0,0,No,0,3,2007,WD ,Normal,12.027549864243364,Yes,Yes,0.0,No,103.2811696293182,113784889,1213743410963,22.9128784747792,275625.0,144703125.0,44.395945760846224,3884841,7657021611
64,1427,906412050,20,RL,91.0,11778,No,Reg,Lvl,Inside,Gtl,CollgCr,PosN,1Fam,1Story,9,1.791759469228055,2.6390573296152584,2008,Hip,VinylSd,VinylSd,Stone,5.998936561946683,5,3,PConc,5,1.3862943611198906,GLQ,7.050989447068045,Unf,6.395261598115449,1751.0,5,Y,SBrkr,7.4770384723196965,0.0,0,7.4770384723196965,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,5,2.1972245773362196,Typ,1.0986122886681098,Attchd,2.6390573296152584,Fin,3.0,874.0,Y,5.37989735354046,3.6109179126442243,0.0,0,No,0,12,2008,New,Partial,12.886742304579007,Yes,Yes,0.0,Yes,108.52649446103011,138721284,1633859282952,29.563490998188964,763876.0,667627624.0,44.81071300481616,4032064,8096384512
65,907,909129100,50,RH,55.0,4500,Yes,IR2,Bnk,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,5,1.791759469228055,4.499809670330265,2000,Gable,VinylSd,Stucco,None,0.0,3,3,BrkTil,3,0.6931471805599453,Rec,5.209486152841421,Unf,6.416732282512326,793.0,5,Y,SBrkr,6.744059186311348,6.511745329644728,0,7.327123292259293,0.0,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Detchd,3.9889840465642745,Unf,1.0,281.0,Y,0.0,0.0,4.04305126783455,0,No,0,7,2009,WD ,Abnorml,11.979391594635791,Yes,Yes,4.23410650459726,No,67.08203932499369,20250000,91125000000,16.76305461424021,78961.0,22188041.0,44.721359549995796,4000000,8000000000
66,1841,533208040,120,FV,35.0,4274,Yes,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,7,1.791759469228055,2.772588722239781,2007,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,0.6931471805599453,GLQ,7.009408932708637,Unf,4.912654885736052,1241.0,5,Y,SBrkr,7.124478262493424,0.0,0,7.124478262493424,0.6931471805599453,1,0.6931471805599453,0.6931471805599453,4,1.6094379124341003,Typ,0.0,Attchd,2.70805020110221,Fin,2.0,569.0,Y,0.0,4.762173934797756,0.0,0,No,0,11,2007,New,Partial,12.20557752297723,Yes,Yes,0.6931471805599453,Yes,65.37583651472461,18267076,78073482824,23.853720883753127,323761.0,184220009.0,44.799553569204235,4028049,8084294343
67,2448,528344060,60,RL,78.0,12011,No,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,8,1.791759469228055,3.1780538303479458,1998,Gable,VinylSd,VinylSd,BrkFace,6.274762021241939,4,3,PConc,4,1.3862943611198906,GLQ,6.863803391452954,Unf,4.875197323201151,1086.0,5,Y,SBrkr,6.99117688712121,6.732210706467206,0,7.562681246721884,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,4,2.0794415416798357,Typ,0.6931471805599453,Attchd,3.1780538303479458,RFn,2.0,592.0,Y,5.342334251964811,4.330733340286331,0.0,0,No,0,6,2006,WD ,Normal,12.54254845357358,Yes,Yes,0.0,No,109.59470790143108,144264121,1732756357331,24.331050121192877,350464.0,207474688.0,44.69899327725402,3992004,7976023992
68,1271,535453020,20,RL,80.0,8000,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,1.9459101490553132,4.143134726391533,1959,Gable,BrkFace,Wd Sdng,None,0.0,3,3,PConc,3,0.6931471805599453,BLQ,6.1675164908883415,Rec,5.680172609017068,1256.0,4,Y,FuseA,7.136483208590247,0.0,0,7.136483208590247,0.6931471805599453,1,0.6931471805599453,1.3862943611198906,4,1.9459101490553132,Typ,0.0,Attchd,4.143134726391533,RFn,1.0,311.0,Y,0.0,5.484796933490655,0.0,0,No,0,5,2008,WD ,Normal,11.976665770490767,Yes,Yes,0.0,No,89.44271909999159,64000000,512000000000,17.635192088548397,96721.0,30080231.0,44.26059195266146,3837681,7518017079
69,1111,528427010,20,RL,92.0,11932,No,Reg,Lvl,FR2,Gtl,Somerst,Feedr,1Fam,1Story,8,1.791759469228055,2.70805020110221,2008,Gable,VinylSd,VinylSd,Stone,5.231108616854587,4,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,7.365812837209472,1580.0,5,Y,SBrkr,7.365812837209472,0.0,0,7.365812837209472,0.0,2,0.0,1.3862943611198906,4,2.0794415416798357,Typ,0.0,Attchd,2.6390573296152584,RFn,3.0,830.0,Y,0.0,3.2188758248682006,0.0,0,No,0,6,2008,ConLD,Partial,12.367889578686164,Yes,Yes,0.6931471805599453,Yes,109.23369443537099,142372624,1698790149568,28.809720581775867,688900.0,571787000.0,44.81071300481616,4032064,8096384512
70,2511,533221080,160,FV,68.0,2998,No,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,1.791759469228055,3.091042453358316,2000,Gable,MetalSd,MetalSd,BrkFace,6.2422232654551655,4,3,PConc,4,0.6931471805599453,GLQ,5.869296913133774,Unf,6.0014148779611505,756.0,5,Y,SBrkr,6.645090969505644,6.6293632534374485,0,7.329749689041512,0.0,2,0.6931471805599453,1.0986122886681098,4,1.6094379124341003,Typ,0.0,Detchd,3.091042453358316,Unf,2.0,440.0,Y,0.0,3.4965075614664802,0.0,0,No,0,6,2006,WD ,Normal,12.019749091416921,Yes,Yes,0.0,No,54.75399528801528,8988004,26946035992,20.97617696340303,193600.0,85184000.0,44.721359549995796,4000000,8000000000
72,2598,535376100,30,RL,60.0,5400,No,Reg,Lvl,Corner,Sev,OldTown,Norm,1Fam,1Story,5,1.9459101490553132,4.61512051684126,1968,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,0.6931471805599453,Unf,0.0,Unf,6.97914527506881,1073.0,5,Y,SBrkr,6.97914527506881,0.0,0,6.97914527506881,0.0,1,0.0,1.0986122886681098,3,1.6094379124341003,Typ,0.0,Detchd,3.9889840465642745,Unf,1.0,326.0,Y,0.0,0.0,4.727387818712341,0,No,0,12,2006,WD ,Abnorml,11.59433032142082,Yes,Yes,3.871201010907891,No,73.48469228349535,29160000,157464000000,18.05547008526779,106276.0,34645976.0,44.36214602563767,3873024,7622111232
73,216,905101100,50,RL,54.0,6342,No,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1.5Fin,5,2.1972245773362196,4.990432586778736,1996,Gable,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,0.6931471805599453,Unf,0.0,Unf,6.660575149839686,780.0,4,N,SBrkr,6.660575149839686,5.484796933490655,0,6.928537818164665,0.0,1,0.0,1.0986122886681098,3,1.9459101490553132,Typ,0.0,Attchd,3.784189633918261,Unf,0.0,0.0,N,0.0,0.0,5.176149732573829,0,No,0,5,2010,WD ,Normal,11.451060699493427,No,Yes,4.804021044733257,No,79.63667496825819,40220964,255081353688,0.0,0.0,0.0,44.67661580737735,3984016,7952095936
74,919,909257050,70,RL,53.0,10918,No,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,2.302585092994046,4.564348191467836,2004,Gambrel,MetalSd,MetalSd,None,0.0,4,3,BrkTil,4,0.6931471805599453,Unf,0.0,Unf,7.152268856032539,1276.0,5,Y,SBrkr,7.152268856032539,6.690842277418564,0,7.640603826393634,0.0,1,0.6931471805599453,1.3862943611198906,4,2.302585092994046,Typ,1.0986122886681098,Detchd,4.564348191467836,Unf,1.0,282.0,Y,0.0,0.0,0.0,0,Yes,0,6,2009,WD ,Normal,12.36308066783498,Yes,Yes,4.3694478524670215,No,104.48923389517219,119202724,1301455340632,16.792855623746664,79524.0,22425768.0,44.76605857119878,4016016,8048096064
